0.05,77.4843
0.15,1.49221
0.25,9.03896
0.35,5.65975
0.45,1.10673
0.55,0.703744
0.65,6.73127
0.75,4.07581
0.85,2.30886
0.95,1.55788
1.05,4.51676
1.15,0.351546
1.25,3.0712
1.35,4.9987
1.45,2.20195
1.55,5.89094
1.65,6.74956
1.75,3.91276
1.85,4.44674
1.95,3.56967
2.05,2.31382
2.15,0.860858
2.25,1.36936
2.35,1.04155
2.45,3.04918
2.55,11.068
2.65,0.229008
2.75,1.25389
2.85,3.70772
2.95,2.92757
3.05,0.876374
3.15,1.93681
3.25,0.547101
3.35,4.72267
3.45,1.44041
3.55,2.82044
3.65,1.04512
3.75,0.888724
3.85,0.39784
3.95,0.656411
4.05,3.88256
4.15,0.20681
4.25,2.20087
4.35,0.46743
4.45,0.95809
4.55,2.56677
4.65,7.3545
4.75,3.25085
4.85,5.01556
4.95,11.9148
5.05,3.26646
5.15,4.05723
5.25,2.10609
5.35,1.30358
5.45,1.05361
5.55,1.49612
5.65,3.20621
5.75,8.87521
5.85,1.22893
5.95,1.60286
6.05,0.266179
6.15,7.23543
6.25,5.46194
6.35,2.51734
6.45,1.83261
6.55,6.75846
6.65,1.65165
6.75,3.22462
6.85,3.24662
6.95,9.95191
7.05,3.50667
7.15,5.87271
7.25,1.93522
7.35,1.0866
7.45,0.313371
7.55,2.58058
7.65,1.76666
7.75,2.56309
7.85,1.06546
7.95,1.18129
8.05,4.29392
8.15,5.13326
8.25,0.99913
8.35,2.37219
8.45,1.41403
8.55,4.26043
8.65,0.0429531
8.75,3.34368
8.85,0.300105
8.95,0.683384
9.05,3.01179
9.15,1.57024
9.25,1.6891
9.35,4.76654
9.45,1.5557
9.55,1.24641
9.65,7.45342
9.75,3.41518
9.85,2.27211
9.95,2.88018
10.05,2.20981
10.15,4.95486
10.25,1.03616
10.35,1.82583
10.45,1.13135
10.55,2.81734
10.65,1.54806
10.75,2.59671
10.85,0.845285
10.95,1.29633
11.05,3.21203
11.15,3.73806
11.25,2.9212
11.35,2.94242
11.45,0.987073
11.55,1.13156
11.65,0.67333
11.75,2.79314
11.85,2.09915
11.95,3.39519
12.05,5.4011
12.15,6.97511
12.25,1.2967
12.35,3.71847
12.45,4.29303
12.55,3.02806
12.65,0.0368283
12.75,3.37576
12.85,0.447797
12.95,4.76345
13.05,2.38143
13.15,0.180831
13.25,6.31081
13.35,3.69994
13.45,2.55996
13.55,4.44696
13.65,7.05313
13.75,7.1738
13.85,8.13605
13.95,1.0786
14.05,6.02235
14.15,6.20482
14.25,3.59368
14.35,0.752673
14.45,4.55236
14.55,0.833818
14.65,0.602504
14.75,2.82131
14.85,3.98556
14.95,0.42232
15.05,5.42106
15.15,1.18628
15.25,7.1102
15.35,0.801923
15.45,1.64023
15.55,1.26655
15.65,1.63041
15.75,1.47462
15.85,2.80025
15.95,1.63059
16.05,2.83861
16.15,3.92248
16.25,2.78837
16.35,0.339535
16.45,4.43307
16.55,2.28275
16.65,2.42611
16.75,5.15015
16.85,7.45003
16.95,1.77957
17.05,0.845556
17.15,1.67854
17.25,3.95752
17.35,1.32989
17.45,5.26831
17.55,1.57443
17.65,2.52945
17.75,1.95485
17.85,6.36111
17.95,2.07446
18.05,0.84282
18.15,4.00347
18.25,1.36498
18.35,0.854344
18.45,2.12832
18.55,3.62031
18.65,0.375753
18.75,1.93021
18.85,1.17271
18.95,6.43492
19.05,0.332365
19.15,10.832
19.25,3.73698
19.35,0.896087
19.45,1.27566
19.55,0.836341
19.65,1.98408
19.75,1.74463
19.85,5.01823
19.95,2.32852
20.05,2.76318
20.15,1.7462
20.25,7.40977
20.35,8.83786
20.45,0.170887
20.55,1.21932
20.65,2.44495
20.75,2.2296
20.85,1.07885
20.95,0.555078
21.05,8.9185
21.15,2.2621
21.25,0.886804
21.35,3.29838
21.45,4.52166
21.55,1.9137
21.65,5.56345
21.75,1.37003
21.85,2.31226
21.95,6.08134
22.05,1.84733
22.15,6.76421
22.25,4.24202
22.35,2.49329
22.45,1.97032
22.55,4.60464
22.65,1.64943
22.75,5.03185
22.85,3.24976
22.95,0.518855
23.05,0.0696762
23.15,0.52227
23.25,0.412305
23.35,7.70692
23.45,6.44113
23.55,0.547905
23.65,2.54513
23.75,0.226404
23.85,1.7948
23.95,0.931691
24.05,2.76988
24.15,8.70804
24.25,0.197328
24.35,6.81848
24.45,3.79157
24.55,2.5263
24.65,6.07277
24.75,1.75304
24.85,2.50366
